text,original_text,source,sentiment_score,positive_prob,neutral_prob,negative_prob,sentiment_label,created_at,date
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:43:40+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@Ekofintek @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🌻 🔥 💎 👍 🍀",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:43:40+00:00,2025-10-02
rt : breaking: netflix stock is down for the 4th day in a row amid mass cancellations. the company has lost more than $15 billion…,RT @cb_doge: 🚨BREAKING: Netflix stock is down for the 4th day in a row amid mass cancellations. The company has lost more than $15 BILLION…,twitter,-3.7240320921227976e-05,1.6883478792806272e-06,0.9999593496322632,3.89286688005086e-05,neutral,2025-10-02T18:43:38+00:00,2025-10-02
rt : $dnx is up 90% today due to their announcement on migrating into the stock market. holders will be eligible for the conversion.…,RT @zxeon_: $DNX is up 90% today due to their announcement on migrating into the stock market. Holders will be eligible for the conversion.…,twitter,-0.8691089674830437,0.0654440000653266,3.000713832079782e-06,0.9345529675483704,negative,2025-10-02T18:43:38+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:43:37+00:00,2025-10-02
"i can see all the kids now asking grandpa to tell them about the old times when there were corrections in the stock market, sometimes scary ones. hard to believe folks had to live like that.","I can see all the kids now asking grandpa to tell them about the old times when there were corrections in the stock market, sometimes scary ones. Hard to believe folks had to live like that. https://t.co/LUhuk5i7d4 https://t.co/4XPOmAcP6q",twitter,0.0052118987368885,0.0053118332289159,0.9945882558822632,9.993449202738702e-05,neutral,2025-10-02T18:43:27+00:00,2025-10-02
"rt : us stock market movers and crypto update for october 02, 2025: ups: $onds $9.10 +24.42% - ondas (wireless comm) $r…","RT @FinVestInsight: US Stock Market Movers and Crypto update for October 02, 2025:

UPS:
$ONDS   $9.10   +24.42% - Ondas (Wireless Comm)
$R…",twitter,0.971736260689795,0.9858642220497132,7.817312507540919e-06,0.0141279613599181,positive,2025-10-02T18:43:22+00:00,2025-10-02
what fcken stock market are you lying about retard?,@GuntherEagleman What fcken stock market are you lying about retard?,twitter,0.9993880449615062,0.9993926286697388,0.0006028289208188,4.5837082325306255e-06,positive,2025-10-02T18:43:21+00:00,2025-10-02
"thanks for the shoutout! if you're into stock analysis, let's chat about $tsla—it's been volatile with ev market shifts. what's your top pick right now?","@ColleneJew62896 @FunOfInvesting @MysteriousStock Thanks for the shoutout! If you're into stock analysis, let's chat about $TSLA—it's been volatile with EV market shifts. What's your top pick right now?",twitter,0.9158844508201582,0.9159168004989624,0.0840508937835693,3.2349678804166615e-05,positive,2025-10-02T18:43:20+00:00,2025-10-02
rt : the terrible cost of social engineering imposed by the gov’t on an formerly free market. this thread shows how the london…,RT @WalkerMarcus: The terrible cost of social engineering imposed by the gov’t on an formerly free market. This thread shows how the London…,twitter,0.9289522569633846,0.9289994835853576,0.0709533244371414,4.722662197309546e-05,positive,2025-10-02T18:43:15+00:00,2025-10-02
"no matter what the market is like, he always brings me profits and surprises","@_roni_3 @Stock_WW🎊
No matter what the market is like, he always brings me profits and surprises🌐💰",twitter,-0.9039257504045964,0.0473917983472347,0.0012907272903248,0.951317548751831,negative,2025-10-02T18:43:13+00:00,2025-10-02
we voted for mark carney because he said he would do what he has actually done in the last 6 months. (also maybe why canadian stock market is doing so well right now.) and anyone who understands what he said he'd do also understands it will rake a lot longer than 6 months!,We voted for Mark Carney because he said he would do what he has actually done in the last 6 months. (Also maybe why Canadian stock market is doing so well right now.) And anyone who understands  what he said he'd do also understands it will rake a lot longer than 6 months! https://t.co/tVqm6vpzbk,twitter,0.9995153897762066,0.9997316002845764,5.224097549216822e-05,0.0002162105083698,positive,2025-10-02T18:43:13+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:43:12+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:43:09+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@TanjaTrades @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🌐 🍂 🔥 🌹 💦",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:43:09+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@lucasllach @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🍂 🌺 🌸 🌟 🌂",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:43:04+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"rt : if you want to make money in stock investment, please . share internal stock rising signals before the…","RT @AubreyBrad7732: 🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the…",twitter,0.9970389348454772,0.99815034866333,0.0007383142947219,0.0011114138178527,positive,2025-10-02T18:43:02+00:00,2025-10-02
"if you want to make money in stock investment, please . share internal stock rising signals before the market opens every day. $hood $efty 🥪 $tghl $intg 🩱 $mgrx","🎹👔🔀⛅
If you want to make money in stock investment, please @Bradford_63. Share internal stock rising signals before the market opens every day.
 #Stock $HOOD 
 #Gap🐰 $EFTY 
#Margin🥪 $TGHL 
#FundamentalAnalysis🗿 $INTG 
#MarketMaker🩱 $MGRX https://t.co/pMPBkMg2XC",twitter,0.9991773871297482,0.9995858073234558,5.871059784112731e-06,0.0004084201937075,positive,2025-10-02T18:43:01+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:43:01+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:43:00+00:00,2025-10-02
on-chain 101: correlation watch coinbase stock ($coin) shows a strong correlation with total2 (crypto market cap minus-btc) and total3 (crypto market cap minus-btc &amp; eth). charts below illustrate how closely they move together.,"On-Chain 101: Correlation Watch

Coinbase stock ($COIN) shows a strong correlation with
 TOTAL2 (crypto market cap minus-BTC) 

and 

TOTAL3 (crypto market cap minus-BTC &amp; ETH).

📊 Charts below illustrate how closely they move together.",twitter,0.8461946696043015,0.9230898022651672,1.508687091700267e-05,0.0768951326608657,positive,2025-10-02T18:42:54+00:00,2025-10-02
"rt : the stock market is loving this schumer shutdown, making money and getting a smaller government. keep it shutdown.","RT @GuntherEagleman: The stock market is LOVING this SCHUMER shutdown,  making money and getting a smaller government.

Keep it shutdown.",twitter,0.605546971783042,0.6213539838790894,0.362839013338089,0.0158070120960474,positive,2025-10-02T18:42:54+00:00,2025-10-02
rt : breaking: netflix stock is down for the 4th day in a row amid mass cancellations. the company has lost more than $15 billion…,RT @cb_doge: 🚨BREAKING: Netflix stock is down for the 4th day in a row amid mass cancellations. The company has lost more than $15 BILLION…,twitter,-3.7240320921227976e-05,1.6883478792806272e-06,0.9999593496322632,3.89286688005086e-05,neutral,2025-10-02T18:42:49+00:00,2025-10-02
ᅟᅠ his stock market analysis is fantastic and worth following.,"@gatewaypundit @stockspreston12👍
ᅟᅠ
His stock market analysis is fantastic and worth following.🌟💼",twitter,-0.9941198893357068,0.0029373101424425,5.498461177921854e-06,0.9970571994781494,negative,2025-10-02T18:42:48+00:00,2025-10-02
rt : breaking: netflix stock is down for the 4th day in a row amid mass cancellations. the company has lost more than $15 billion…,RT @cb_doge: 🚨BREAKING: Netflix stock is down for the 4th day in a row amid mass cancellations. The company has lost more than $15 BILLION…,twitter,-3.7240320921227976e-05,1.6883478792806272e-06,0.9999593496322632,3.89286688005086e-05,neutral,2025-10-02T18:42:48+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@EliteGainzTrade @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 🎊 🔥 🚩 🌂 🌐",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:42:43+00:00,2025-10-02
"elon, after your call to boycott netflix, the company lost nearly $17 billion in market value within just three days, as its stock dropped about 2–3%. your words are clearly reshaping the market. so they won’t release such films for children again you’ve taught them a lesson","@elonmusk Elon, after your call to boycott Netflix, the company lost nearly $17 billion in market value within just three days, as its stock dropped about 2–3%. Your words are clearly reshaping the market. So they won’t release such films for children again  you’ve taught them a lesson https://t.co/87i7o2vBtm",twitter,0.4598080366849899,0.4678902328014374,0.5240275859832764,0.0080821961164474,positive,2025-10-02T18:42:43+00:00,2025-10-02
my f3 false locate button doesn't work but ken griffin's does that's for sure. f3 fake securities button counterfeiting the stock market made easy with one click of an f3 button all the insiders use it. makes market manipulation efficient. that's the only 1 mission that the,"My F3 false locate button doesn't work but Ken Griffin's does that's for sure.
F3 Fake Securities button 
Counterfeiting the Stock Market made easy with one click of an F3 button all the insiders use it. 
Makes Market Manipulation Efficient.
That's the only 1 mission that the https://t.co/QZyfuorvy8",twitter,0.929968323558569,0.9628962874412536,0.0041758329607546,0.0329279638826847,positive,2025-10-02T18:42:39+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:35+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:35+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:35+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:35+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:35+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:34+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:34+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:34+00:00,2025-10-02
"rt : 🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on hi…","RT @Sachink60567309: 👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on hi…",twitter,0.9999992760143072,0.9999994039535522,5.017730018153088e-07,1.2793924497600528e-07,positive,2025-10-02T18:42:34+00:00,2025-10-02
"rt : breaking: netflix stock, $nflx, extends its 5-day decline to -5% as urges users to ""cancel netflix."" the sto…","RT @KobeissiLetter: BREAKING: Netflix stock, $NFLX, extends its 5-day decline to -5% as @elonmusk urges users to ""cancel Netflix.""

The sto…",twitter,0.0021047913469374,0.0037378179840743,0.994629204273224,0.0016330266371369,neutral,2025-10-02T18:42:34+00:00,2025-10-02
"rt : government shutdown, illegal aliens being deported, stock market up, liberals unhinged... life is good!","RT @GuntherEagleman: Government shutdown,  illegal aliens being deported, stock market up,  liberals unhinged...  LIFE IS GOOD!",twitter,-0.9999996539162056,1.0766521540972462e-07,9.744717033299821e-08,0.9999997615814208,negative,2025-10-02T18:42:33+00:00,2025-10-02
"rt : credit growth fuels stock market boom, but leaves investment &amp; consumption in the dust rbi has announced 22 measures to…","RT @TheClubJunto: Credit Growth Fuels Stock Market Boom, But Leaves Investment &amp; Consumption in the Dust

RBI has announced 22 measures to…",twitter,-0.0044589042663574,0.4973887205123901,0.0007635983638465,0.5018476247787476,neutral,2025-10-02T18:42:29+00:00,2025-10-02
he's a very entertaining stock analyst with incredibly accurate market predictions.,"@stoolpresidente @sportsontvguy @wakeupbarstool @MACDMaster_88
👆🏻👆🏻
He's a very entertaining stock analyst with incredibly accurate market predictions. 💰 👍 🌟 💎 🚩",twitter,-0.9999892139212534,5.421660716820043e-06,5.2811536477292975e-08,0.9999946355819702,negative,2025-10-02T18:42:28+00:00,2025-10-02
"🦢 i've been following stock picks lately - i've made $45,216 so far. he usually shares these trades on his whatsapp group before the market opens. $ufg $fpay $nflx $qcom $wmt 🦇$opendoor","👼🦢💖
I've been following @PiotrOzga stock picks lately - I've made $45,216 so far. He usually shares these trades on his WhatsApp group before the market opens.
$UFG $FPAY #premarket
#Stock🔋 $NFLX 
#Trade🔃 $QCOM 
#401k✨ $WMT  
#CircuitBreaker🦇$Opendoor https://t.co/Aaf4qtWxLO",twitter,0.99999911664176,0.9999995231628418,1.6389762436119781e-07,4.065210816861509e-07,positive,2025-10-02T18:42:28+00:00,2025-10-02
"it means the fed is shifting from basing decisions primarily on economic data (data-dependent) to relying more on market signals like stock prices or yields (market-dependent), due to the government shutdown halting data releases. goolsbee noted they're ""flying blind"" without it,","@Scanner1350297 @yieldsearcher It means the Fed is shifting from basing decisions primarily on economic data (data-dependent) to relying more on market signals like stock prices or yields (market-dependent), due to the government shutdown halting data releases. Goolsbee noted they're ""flying blind"" without it,",twitter,0.6129381356695376,0.6129878163337708,0.3869625329971313,4.968066423316486e-05,positive,2025-10-02T18:42:26+00:00,2025-10-02
"$fnma valuation is completely undervalued fannie mae posted q2 revenue of ~$7.4b vs ~$6.3b last year. market cap near $1.1b with ps ~0.15x, deeply undervalued vs financial peers. group has locked this stock, entry price inside","$FNMA Valuation Is Completely Undervalued
Fannie Mae  posted Q2 revenue of ~$7.4B vs ~$6.3B last year. Market cap near $1.1B with PS ~0.15x, deeply undervalued vs financial peers. Group has locked this stock, entry price inside🔗https://t.co/9PxeekTcUP https://t.co/0tzJFNeHyN",twitter,-0.9999987498925408,6.540610115735035e-07,2.9947077706538046e-08,0.9999994039535522,negative,2025-10-02T18:42:22+00:00,2025-10-02
